game_date,team_name,opp_team_name,venue,pbp_period,clock_seconds,situation_type,goals_for,goals_against,player_name,event,event_successful,x_coord,y_coord,event_type,player_name_2,x_coord_2,y_coord_2,event_detail_1,event_detail_2,event_detail_3,frame_id,pbp_game_seconds,has_reception,possession,momentary_possession,video_shot,game_seconds,is_zone_entry,entry_time,recovery_time,is_pp_ozone,pp_name
8/2/2022,USA,Canada,home,2,169,5 on 4,2,3,Cayla Barnes,Reception,t,144,1,Direct,Jincy Dunne,135.0,40.0,,,,3887.0,2231,False,Jincy Dunne,,5.0,2233.0,False,,,True,2022-02-08 Canada at USA P2 PP5
8/2/2022,USA,Canada,home,2,166,5 on 4,2,3,Jincy Dunne,Shot,f,152,61,Snapshot,,,,Blocked,t,f,3944.0,2234,False,loose,Jincy Dunne,5.0,2235.0,False,,,True,2022-02-08 Canada at USA P2 PP5
8/2/2022,USA,Canada,home,2,164,5 on 4,2,3,Jincy Dunne,Puck Recovery,t,158,60,,,,,,,,3994.0,2236,False,Jincy Dunne,,5.0,2236.0,False,,2236.0,True,2022-02-08 Canada at USA P2 PP5
8/2/2022,USA,Canada,home,2,164,5 on 4,2,3,Jincy Dunne,Play,f,158,60,Direct,Cayla Barnes,154.0,30.0,,,,3994.0,2236,False,loose,Jincy Dunne,5.0,2236.0,False,,,True,2022-02-08 Canada at USA P2 PP5
8/2/2022,Canada,USA,away,2,164,4 on 5,3,2,Marie-Philip Poulin,Takeaway,t,44,45,,,,,,,,4006.0,2236,False,Marie-Philip Poulin,,5.0,2237.0,False,,2237.0,True,2022-02-08 Canada at USA P2 PP5
8/2/2022,Canada,USA,away,2,160,4 on 5,2,3,Marie-Philip Poulin,Zone Entry,t,126,43,Carried,Cayla Barnes,,,,,,4129.0,2240,False,Marie-Philip Poulin,,5.0,2241.0,True,2241.0,,False,2022-02-08 Canada at USA P2 PP5
8/2/2022,Canada,USA,away,2,158,4 on 5,3,2,Marie-Philip Poulin,Shot,f,172,43,Snapshot,,,,On Net,f,f,4180.0,2242,False,loose,Marie-Philip Poulin,5.0,2243.0,False,,,False,2022-02-08 Canada at USA P2 PP5
8/2/2022,USA,Canada,home,2,155,5 on 4,2,3,Cayla Barnes,Puck Recovery,t,16,44,,,,,,,,,2245,False,Cayla Barnes,,,2245.0,False,,2245.0,False,2022-02-08 Canada at USA P2 PP5
8/2/2022,USA,Canada,home,2,155,5 on 4,2,3,Cayla Barnes,Penalty Taken,f,74,41,Hooking,Marie-Philip Poulin,,,,,,,2245,False,loose,,,2245.0,False,,,False,2022-02-08 Canada at USA P2 PP5
8/2/2022,USA,Canada,home,2,155,5 on 4,2,4,Hannah Brandt,Faceoff Win,t,100,42,Forehand,Blayre Turnbull,,,,,,,2245,False,loose,,,2245.0,False,,,False,2022-02-08 Canada at USA P2 PP5
8/2/2022,USA,Canada,home,2,153,5 on 4,2,4,Megan Keller,Puck Recovery,t,83,26,,,,,,,,,2247,False,Megan Keller,,,2247.0,False,,2247.0,False,2022-02-08 Canada at USA P2 PP5
8/2/2022,USA,Canada,home,3,545,5 on 4,2,4,Hannah Brandt,Faceoff Win,t,169,21,Forehand,Blayre Turnbull,,,,,,1.0,3055,False,loose,,1.0,3055.0,False,,,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,544,5 on 4,2,4,Hilary Knight,Puck Recovery,t,168,14,,,,,,,,38.0,3056,False,Hilary Knight,,1.0,3057.0,False,,3057.0,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,544,5 on 4,2,4,Hilary Knight,Play,t,168,14,Direct,Cayla Barnes,140.0,5.0,,,,39.0,3056,True,loose,Hilary Knight,1.0,3057.0,False,,,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,544,5 on 4,2,4,Hilary Knight,Reception,t,168,14,Direct,Cayla Barnes,140.0,5.0,,,,60.0,3056,False,Cayla Barnes,,1.0,3057.0,False,,,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,541,5 on 4,2,4,Cayla Barnes,Play,t,130,22,Direct,Hilary Knight,157.0,5.0,,,,108.0,3059,True,loose,Cayla Barnes,1.0,3059.0,False,,,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,541,5 on 4,2,4,Cayla Barnes,Reception,t,130,22,Direct,Hilary Knight,157.0,5.0,,,,130.0,3059,False,Hilary Knight,,1.0,3060.0,False,,,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,Canada,USA,away,3,536,4 on 5,4,2,Blayre Turnbull,Puck Recovery,t,18,78,,,,,,,,246.0,3064,False,Blayre Turnbull,,1.0,3063.0,False,,3063.0,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,Canada,USA,away,3,536,4 on 5,4,2,Blayre Turnbull,Dump In/Out,f,18,78,,,,,,,,270.0,3064,False,loose,Blayre Turnbull,1.0,3064.0,False,,,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,532,5 on 4,2,4,Savannah Harmon,Puck Recovery,t,109,49,,,,,,,,369.0,3068,False,Savannah Harmon,,1.0,3068.0,False,,3068.0,False,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,529,5 on 4,2,4,Savannah Harmon,Play,t,36,27,Direct,Cayla Barnes,47.0,61.0,,,,1753.0,3071,False,Cayla Barnes,Savannah Harmon,2.0,3071.0,False,,,False,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,526,5 on 4,2,4,Cayla Barnes,Play,t,66,68,Direct,Kendall Coyne Schofield,115.0,11.0,,,,1753.0,3074,False,Kendall Coyne Schofield,Cayla Barnes,2.0,3074.0,False,,,False,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,524,5 on 4,4,2,Kendall Coyne Schofield,Zone Entry,t,125,6,Carried,Erin Ambrose,,,,,,1753.0,3076,False,Kendall Coyne Schofield,,2.0,3076.0,True,3076.0,,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,524,5 on 4,2,4,Kendall Coyne Schofield,Play,t,157,5,Direct,Hannah Brandt,140.0,6.0,,,,1753.0,3076,False,Hannah Brandt,Kendall Coyne Schofield,2.0,3076.0,False,,,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,522,5 on 4,2,4,Hannah Brandt,Play,t,140,6,Direct,Cayla Barnes,135.0,30.0,,,,1753.0,3078,False,Cayla Barnes,Hannah Brandt,2.0,3078.0,False,,,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,521,5 on 4,2,4,Cayla Barnes,Play,t,135,30,Direct,Savannah Harmon,163.0,63.0,,,,1753.0,3079,False,Savannah Harmon,Cayla Barnes,2.0,3079.0,False,,,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,519,5 on 4,2,4,Savannah Harmon,Shot,f,168,53,Wristshot,,,,Blocked,t,f,1753.0,3081,False,loose,Savannah Harmon,2.0,3081.0,False,,,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,517,5 on 4,2,4,Cayla Barnes,Puck Recovery,t,153,65,,,,,,,,1753.0,3083,False,Cayla Barnes,,2.0,3083.0,False,,3083.0,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,512,5 on 4,2,4,Cayla Barnes,Play,t,181,19,Direct,Savannah Harmon,130.0,39.0,,,,1753.0,3088,False,Savannah Harmon,Cayla Barnes,2.0,3088.0,False,,,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,508,5 on 4,2,4,Savannah Harmon,Play,t,143,68,Direct,Cayla Barnes,136.0,46.0,,,,1753.0,3092,False,Cayla Barnes,Savannah Harmon,2.0,3092.0,False,,,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,505,5 on 4,2,4,Cayla Barnes,Play,t,132,76,Direct,Savannah Harmon,175.0,81.0,,,,1753.0,3095,False,Savannah Harmon,Cayla Barnes,2.0,3095.0,False,,,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,503,5 on 4,2,4,Savannah Harmon,Play,t,175,81,Indirect,Hilary Knight,198.0,41.0,,,,1753.0,3097,False,Hilary Knight,Savannah Harmon,2.0,3097.0,False,,,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,501,5 on 4,2,4,Hilary Knight,Play,t,197,29,Indirect,Hannah Brandt,166.0,5.0,,,,1753.0,3099,False,Hannah Brandt,Hilary Knight,2.0,3099.0,False,,,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,499,5 on 4,2,4,Hannah Brandt,Play,t,166,5,Indirect,Hilary Knight,180.0,5.0,,,,1753.0,3101,False,Hilary Knight,Hannah Brandt,2.0,3101.0,False,,,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,498,5 on 4,2,4,Hilary Knight,Play,t,180,5,Direct,Hannah Brandt,181.0,14.0,,,,1753.0,3102,False,Hannah Brandt,Hilary Knight,2.0,3102.0,False,,,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,497,5 on 4,2,4,Hannah Brandt,Play,t,184,13,Direct,Hilary Knight,181.0,8.0,,,,1753.0,3103,False,Hilary Knight,Hannah Brandt,2.0,3103.0,False,,,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,495,5 on 4,2,4,Hilary Knight,Play,t,177,6,Direct,Cayla Barnes,135.0,24.0,,,,1753.0,3105,False,Cayla Barnes,Hilary Knight,2.0,3105.0,False,,,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,492,5 on 4,2,4,Cayla Barnes,Shot,f,144,50,Wristshot,,,,On Net,t,f,1753.0,3108,False,loose,Cayla Barnes,2.0,3108.0,False,,,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,489,5 on 4,2,4,Hannah Brandt,Puck Recovery,t,195,20,,,,,,,,1753.0,3111,False,Hannah Brandt,,2.0,3111.0,False,,3111.0,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,487,5 on 4,2,4,Hannah Brandt,Play,t,179,8,Direct,Cayla Barnes,141.0,34.0,,,,1753.0,3113,False,Cayla Barnes,Hannah Brandt,2.0,3113.0,False,,,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,485,5 on 4,2,4,Cayla Barnes,Shot,f,143,25,Wristshot,,,,Blocked,t,f,1801.0,3115,False,loose,Cayla Barnes,2.0,3115.0,False,,,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,Canada,USA,away,3,483,4 on 5,4,2,Erin Ambrose,Puck Recovery,t,23,40,,,,,,,,1848.0,3117,False,Erin Ambrose,,2.0,3117.0,False,,3117.0,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,Canada,USA,away,3,483,4 on 5,4,2,Erin Ambrose,Play,f,23,40,Indirect,Emily Clark,36.0,32.0,,,,1849.0,3117,False,loose,Erin Ambrose,2.0,3117.0,False,,,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,USA,Canada,home,3,482,5 on 4,2,4,Savannah Harmon,Puck Recovery,t,167,62,,,,,,,,1867.0,3118,False,Savannah Harmon,,2.0,3117.0,False,,3117.0,True,2022-02-08 Canada at USA P3 PP6
8/2/2022,ROC,Finland,away,1,192,4 on 5,0,1,Oxana Bratishcheva,Faceoff Win,t,31,65,Backhand,Viivi Vainikka,,,,,,95.0,1008,False,loose,,1.0,1008.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,ROC,Finland,away,1,191,4 on 5,0,1,Veronika Korzhakova,Puck Recovery,t,37,48,,,,,,,,95.0,1009,False,Veronika Korzhakova,,1.0,1009.0,False,,1009.0,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,ROC,Finland,away,1,190,4 on 5,0,1,Veronika Korzhakova,Dump In/Out,f,43,45,,,,,,,,99.0,1010,False,loose,Veronika Korzhakova,1.0,1010.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,184,5 on 4,1,0,Anni Keisala,Puck Recovery,t,17,16,,,,,,,,239.0,1016,False,Anni Keisala,,1.0,1015.0,False,,1015.0,False,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,184,5 on 4,1,0,Anni Keisala,Play,t,18,17,Direct,Nelli Laitinen,35.0,57.0,,,,244.0,1016,True,loose,Anni Keisala,1.0,1015.0,False,,,False,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,184,5 on 4,1,0,Anni Keisala,Reception,t,18,17,Direct,Nelli Laitinen,35.0,57.0,,,,274.0,1016,False,Nelli Laitinen,,1.0,1016.0,False,,,False,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,181,5 on 4,1,0,Nelli Laitinen,Play,t,55,72,Direct,Minnamari Tuominen,49.0,48.0,,,,328.0,1019,True,loose,Nelli Laitinen,1.0,1018.0,False,,,False,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,181,5 on 4,1,0,Nelli Laitinen,Reception,t,55,72,Direct,Minnamari Tuominen,49.0,48.0,,,,377.0,1019,False,Minnamari Tuominen,,1.0,1020.0,False,,,False,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,178,5 on 4,1,0,Minnamari Tuominen,Play,t,63,50,Direct,Viivi Vainikka,123.0,46.0,,,,423.0,1022,True,loose,Minnamari Tuominen,1.0,1021.0,False,,,False,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,178,5 on 4,1,0,Minnamari Tuominen,Reception,t,63,50,Direct,Viivi Vainikka,123.0,46.0,,,,451.0,1022,False,Viivi Vainikka,,1.0,1022.0,False,,,False,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,177,5 on 4,0,1,Viivi Vainikka,Zone Entry,t,124,47,Carried,Anna Savonina,,,,,,455.0,1023,False,Viivi Vainikka,,1.0,1022.0,True,1022.0,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,173,5 on 4,1,0,Viivi Vainikka,Play,t,190,71,Direct,Nelli Laitinen,166.0,80.0,,,,576.0,1027,True,loose,Viivi Vainikka,1.0,1026.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,173,5 on 4,1,0,Viivi Vainikka,Reception,t,190,71,Direct,Nelli Laitinen,166.0,80.0,,,,594.0,1027,False,Nelli Laitinen,,1.0,1027.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,171,5 on 4,1,0,Nelli Laitinen,Play,t,162,77,Direct,Minnamari Tuominen,132.0,47.0,,,,626.0,1029,True,loose,Nelli Laitinen,1.0,1028.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,171,5 on 4,1,0,Nelli Laitinen,Reception,t,162,77,Direct,Minnamari Tuominen,132.0,47.0,,,,653.0,1029,False,Minnamari Tuominen,,1.0,1029.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,171,5 on 4,1,0,Minnamari Tuominen,Shot,f,132,47,Slapshot,,,,Missed,t,t,653.0,1029,False,loose,Minnamari Tuominen,1.0,1029.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,ROC,Finland,away,1,169,4 on 5,0,1,Anna Savonina,Puck Recovery,t,10,54,,,,,,,,714.0,1031,False,Anna Savonina,,1.0,1031.0,False,,1031.0,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,ROC,Finland,away,1,167,4 on 5,0,1,Anna Savonina,Play,f,10,73,Direct,Oxana Bratishcheva,30.0,75.0,,,,753.0,1033,False,loose,Anna Savonina,1.0,1032.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,166,5 on 4,1,0,Minnamari Tuominen,Puck Recovery,t,129,2,,,,,,,,800.0,1034,False,Minnamari Tuominen,,1.0,1034.0,False,,1034.0,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,164,5 on 4,1,0,Minnamari Tuominen,Play,t,131,7,Direct,Nelli Laitinen,137.0,62.0,,,,851.0,1036,True,loose,Minnamari Tuominen,1.0,1035.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,164,5 on 4,1,0,Minnamari Tuominen,Reception,t,131,7,Direct,Nelli Laitinen,137.0,62.0,,,,882.0,1036,False,Nelli Laitinen,,1.0,1036.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,162,5 on 4,1,0,Nelli Laitinen,Shot,f,145,62,Wristshot,,,,Missed,t,f,902.0,1038,False,loose,Nelli Laitinen,1.0,1037.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,162,5 on 4,1,0,Viivi Vainikka,Shot,f,180,46,Deflection,,,,On Net,f,f,912.0,1038,False,loose,Viivi Vainikka,1.0,1037.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,ROC,Finland,away,1,161,4 on 5,0,1,Anna Savonina,Puck Recovery,t,20,44,,,,,,,,948.0,1039,False,Anna Savonina,,1.0,1039.0,False,,1039.0,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,ROC,Finland,away,1,161,4 on 5,0,1,Anna Savonina,Dump In/Out,f,20,44,,,,,,,,948.0,1039,False,loose,Anna Savonina,1.0,1039.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,159,5 on 4,1,0,Ronja Savolainen,Puck Recovery,t,158,36,,,,,,,,996.0,1041,False,Ronja Savolainen,,1.0,1040.0,False,,1040.0,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,159,5 on 4,1,0,Ronja Savolainen,Play,t,158,36,Indirect,Elisa Holopainen,135.0,4.0,,,,999.0,1041,True,loose,Ronja Savolainen,1.0,1040.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,159,5 on 4,1,0,Ronja Savolainen,Reception,t,158,36,Indirect,Elisa Holopainen,135.0,4.0,,,,1077.0,1041,False,Elisa Holopainen,,1.0,1043.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,156,5 on 4,1,0,Elisa Holopainen,Play,t,148,5,Direct,Minnamari Tuominen,133.0,21.0,,,,1106.0,1044,True,loose,Elisa Holopainen,1.0,1044.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,156,5 on 4,1,0,Elisa Holopainen,Reception,t,148,5,Direct,Minnamari Tuominen,133.0,21.0,,,,1135.0,1044,False,Minnamari Tuominen,,1.0,1045.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,154,5 on 4,1,0,Minnamari Tuominen,Play,t,136,27,Direct,Nelli Laitinen,146.0,64.0,,,,1162.0,1046,True,loose,Minnamari Tuominen,1.0,1046.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,154,5 on 4,1,0,Minnamari Tuominen,Reception,t,136,27,Direct,Nelli Laitinen,146.0,64.0,,,,1188.0,1046,False,Nelli Laitinen,,1.0,1047.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,153,5 on 4,1,0,Nelli Laitinen,Play,t,143,67,Direct,Minnamari Tuominen,135.0,31.0,,,,1196.0,1047,True,loose,Nelli Laitinen,1.0,1047.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,153,5 on 4,1,0,Nelli Laitinen,Reception,t,143,67,Direct,Minnamari Tuominen,135.0,31.0,,,,1224.0,1047,False,Minnamari Tuominen,,1.0,1048.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,152,5 on 4,1,0,Minnamari Tuominen,Shot,f,135,31,Slapshot,,,,Missed,t,t,1224.0,1048,False,loose,Minnamari Tuominen,1.0,1048.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,ROC,Finland,away,1,149,4 on 5,0,1,Maria Batalova,Puck Recovery,t,8,34,,,,,,,,1350.0,1051,False,Maria Batalova,,1.0,1052.0,False,,1052.0,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,ROC,Finland,away,1,146,4 on 5,0,1,Maria Batalova,Play,f,3,35,Indirect,Oxana Bratishcheva,31.0,72.0,,,,1374.0,1054,False,loose,Maria Batalova,1.0,1053.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,144,5 on 4,1,0,Elisa Holopainen,Takeaway,t,172,0,,,,,,,,1464.0,1056,False,Elisa Holopainen,,1.0,1056.0,False,,1056.0,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,143,5 on 4,1,0,Elisa Holopainen,Play,f,174,1,Indirect,Ronja Savolainen,193.0,20.0,,,,1486.0,1057,False,loose,Elisa Holopainen,1.0,1056.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,ROC,Finland,away,1,142,4 on 5,0,1,Maria Batalova,Takeaway,t,14,80,,,,,,,,1515.0,1058,False,Maria Batalova,,1.0,1057.0,False,,1057.0,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,ROC,Finland,away,1,141,4 on 5,0,1,Maria Batalova,Dump In/Out,f,9,71,,,,,,,,1543.0,1059,False,loose,Maria Batalova,1.0,1058.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,140,5 on 4,1,0,Elisa Holopainen,Puck Recovery,t,178,10,,,,,,,,1587.0,1060,False,Elisa Holopainen,,1.0,1060.0,False,,1060.0,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,139,5 on 4,1,0,Elisa Holopainen,Play,t,176,12,Direct,Minnamari Tuominen,130.0,7.0,,,,1593.0,1061,True,loose,Elisa Holopainen,1.0,1060.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,139,5 on 4,1,0,Elisa Holopainen,Reception,t,176,12,Direct,Minnamari Tuominen,130.0,7.0,,,,1625.0,1061,False,Minnamari Tuominen,,1.0,1061.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,138,5 on 4,1,0,Minnamari Tuominen,Play,t,130,7,Direct,Nelli Laitinen,144.0,62.0,,,,1625.0,1062,True,loose,Minnamari Tuominen,1.0,1061.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,138,5 on 4,1,0,Minnamari Tuominen,Reception,t,130,7,Direct,Nelli Laitinen,144.0,62.0,,,,1669.0,1062,False,Nelli Laitinen,,1.0,1063.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,137,5 on 4,1,0,Nelli Laitinen,Play,t,144,62,Direct,Minnamari Tuominen,130.0,33.0,,,,1671.0,1063,True,loose,Nelli Laitinen,1.0,1063.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,137,5 on 4,1,0,Nelli Laitinen,Reception,t,144,62,Direct,Minnamari Tuominen,130.0,33.0,,,,1703.0,1063,False,Minnamari Tuominen,,1.0,1064.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,134,5 on 4,1,0,Minnamari Tuominen,Shot,f,136,53,Wristshot,,,,Blocked,t,f,1760.0,1066,False,loose,Minnamari Tuominen,1.0,1066.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,ROC,Finland,away,1,131,4 on 5,0,1,Oxana Bratishcheva,Puck Recovery,t,10,67,,,,,,,,1847.0,1069,False,Oxana Bratishcheva,,1.0,1069.0,False,,1069.0,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,ROC,Finland,away,1,130,4 on 5,0,1,Oxana Bratishcheva,Dump In/Out,f,6,65,,,,,,,,1874.0,1070,False,loose,Oxana Bratishcheva,1.0,1069.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,128,5 on 4,1,0,Elisa Holopainen,Puck Recovery,t,147,10,,,,,,,,1941.0,1072,False,Elisa Holopainen,,1.0,1072.0,False,,1072.0,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,127,5 on 4,1,0,Elisa Holopainen,Play,f,166,17,Direct,Nelli Laitinen,167.0,62.0,,,,1974.0,1073,False,loose,Elisa Holopainen,1.0,1073.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,125,5 on 4,1,0,Nelli Laitinen,Puck Recovery,t,174,61,,,,,,,,2021.0,1075,False,Nelli Laitinen,,1.0,1074.0,False,,1074.0,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,125,5 on 4,1,0,Nelli Laitinen,Play,t,174,61,Direct,Viivi Vainikka,179.0,45.0,,,,2022.0,1075,True,loose,Nelli Laitinen,1.0,1074.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,125,5 on 4,1,0,Nelli Laitinen,Reception,t,174,61,Direct,Viivi Vainikka,179.0,45.0,,,,2052.0,1075,False,Viivi Vainikka,,1.0,1075.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,124,5 on 4,1,0,Viivi Vainikka,Shot,f,179,45,Snapshot,,,,On Net,f,t,2052.0,1076,False,loose,Viivi Vainikka,1.0,1075.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,123,5 on 4,1,0,Viivi Vainikka,Penalty Taken,f,185,42,Roughing,Anna Savonina,,,,,,,1077,False,loose,,,1077.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,ROC,Finland,away,1,123,4 on 5,0,1,Anna Savonina,Penalty Taken,f,15,43,Roughing,Viivi Vainikka,,,,,,,1077,False,loose,,,1077.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,1,123,5 on 4,1,0,Noora Tulus,Faceoff Win,t,169,64,Backhand,Yekaterina Dobrodeyeva,,,,,,,1077,False,loose,,,1077.0,False,,,True,2022-02-08 ROC at Finland P1 PP1
8/2/2022,Finland,ROC,home,2,1059,4 on 5,2,0,Susanna Tapani,Faceoff Win,t,31,65,Backhand,Veronika Korzhakova,,,,,,366.0,1341,False,loose,,1.0,1341.0,False,,,True,2022-02-08 ROC at Finland P2 PP2
8/2/2022,Finland,ROC,home,2,1058,4 on 5,2,0,Ronja Savolainen,Puck Recovery,t,25,76,,,,,,,,366.0,1342,False,Ronja Savolainen,,1.0,1342.0,False,,1342.0,True,2022-02-08 ROC at Finland P2 PP2
8/2/2022,Finland,ROC,home,2,1058,4 on 5,2,0,Ronja Savolainen,Play,f,25,76,Direct,Michelle Karvinen,29.0,51.0,,,,366.0,1342,False,loose,Ronja Savolainen,1.0,1342.0,False,,,True,2022-02-08 ROC at Finland P2 PP2
8/2/2022,ROC,Finland,away,2,1055,5 on 4,0,2,Anna Shibanova,Puck Recovery,t,104,67,,,,,,,,366.0,1345,False,Anna Shibanova,,1.0,1345.0,False,,1345.0,False,2022-02-08 ROC at Finland P2 PP2
